age,category,country
74,Media & Entertainment,Japan
81,Technology,Japan
79,Gambling & Casinos,Japan
57,Healthcare,Japan
73,Food & Beverage,Japan
48,Media & Entertainment,Japan
81,Real Estate,Japan
80,Gambling & Casinos,Japan
96,Fashion & Retail,Japan
76,Food & Beverage,Japan
45,Technology,Japan
75,Fashion & Retail,Japan
45,Technology,Japan
81,Fashion & Retail,Japan
75,Automotive,Japan
47,Technology,Japan
69,Technology,Japan
44,Technology,Japan
61,Metals & Mining,Kazakhstan
55,Finance & Investments,Kazakhstan
54,Finance & Investments,Kazakhstan
64,Metals & Mining,Kazakhstan
34,Finance & Investments,Kazakhstan
52,Finance & Investments,Kazakhstan
46,Finance & Investments,Kazakhstan
66,Telecom,Lebanon
77,Telecom,Lebanon
64,Healthcare,Liechtenstein
80,Diversified,Malaysia
92,Finance & Investments,Malaysia
84,Telecom,Malaysia
60,Manufacturing,Malaysia
86,Diversified,Malaysia
74,Manufacturing,Malaysia
70,Gambling & Casinos,Malaysia
77,Logistics,Malaysia
64,Manufacturing,Malaysia
51,Fashion & Retail,Malaysia
70,Construction & Engineering,Malaysia
77,Real Estate,Malaysia
65,Metals & Mining,Malaysia
72,Diversified,Malaysia
82,Telecom,Mexico
68,Metals & Mining,Mexico
66,Fashion & Retail,Mexico
61,Diversified,Mexico
58,Food & Beverage,Mexico
54,Food & Beverage,Mexico
83,Manufacturing,Mexico
73,Metals & Mining,Mexico
74,Diversified,Mexico
70,Service,Mexico
80,Finance & Investments,Mexico
78,Finance & Investments,Mexico
54,Media & Entertainment,Mexico
48,Construction & Engineering,Mexico
71,Diversified,Monaco
80,Fashion & Retail,Monaco
75,Finance & Investments,Monaco
80,Diversified,Monaco
55,Manufacturing,Monaco
66,Diversified,Monaco
50,Healthcare,Monaco
87,Food & Beverage,Monaco
68,Service,Monaco
76,Finance & Investments,Monaco
62,Real Estate,Monaco
55,Service,Monaco
62,Service,Monaco
61,Diversified,Morocco
89,Finance & Investments,Morocco
66,Diversified,Nepal
88,Service,Netherlands
54,Technology,Netherlands
83,Finance & Investments,Netherlands
78,Manufacturing,Netherlands
52,Technology,Netherlands
67,Media & Entertainment,Netherlands
56,Real Estate,Netherlands
80,Media & Entertainment,Netherlands
74,Manufacturing,Netherlands
46,Technology,Netherlands
66,Finance & Investments,New Zealand
60,Media & Entertainment,New Zealand
76,Service,New Zealand
64,Manufacturing,Nigeria
68,Diversified,Nigeria
61,Diversified,Nigeria
60,Real Estate,Norway
70,Fashion & Retail,Norway
63,Logistics,Norway
28,Food & Beverage,Norway
65,Fashion & Retail,Norway
55,Fashion & Retail,Norway
25,Diversified,Norway
26,Diversified,Norway
59,Service,Norway
79,Finance & Investments,Norway
83,Diversified,Oman
62,Finance & Investments,Peru
97,Diversified,Peru
58,Metals & Mining,Peru
72,Real Estate,Philippines
62,Logistics,Philippines
69,Diversified,Philippines
70,Diversified,Philippines
66,Diversified,Philippines
65,Diversified,Philippines
62,Diversified,Philippines
71,Diversified,Philippines
69,Diversified,Philippines
68,Food & Beverage,Philippines
54,Diversified,Philippines
69,Food & Beverage,Philippines
67,Food & Beverage,Philippines
87,Diversified,Philippines
53,Telecom,Philippines
82,Fashion & Retail,Philippines
71,Fashion & Retail,Philippines
85,Diversified,Philippines
55,Telecom,Philippines
59,Finance & Investments,Poland
74,Healthcare,Poland
49,Fashion & Retail,Poland
65,Media & Entertainment,Poland
44,Finance & Investments,Poland
59,Diversified,Poland
87,Diversified,Portugal
74,Diversified,Qatar
62,Finance & Investments,Qatar
82,Finance & Investments,Romania
55,Fashion & Retail,Romania
53,Fashion & Retail,Romania
65,Metals & Mining,Russia
61,Metals & Mining,Russia
66,Energy,Russia
56,Metals & Mining,Russia
68,Metals & Mining,Russia
69,Energy,Russia
50,Metals & Mining,Russia
71,Energy,Russia
56,Finance & Investments,Russia
55,Diversified,Russia
73,Manufacturing,Russia
59,Energy,Russia
63,Metals & Mining,Russia
64,Energy,Russia
66,Energy,Russia
62,Manufacturing,Russia
56,Metals & Mining,Russia
56,Finance & Investments,Russia
67,Finance & Investments,Russia
58,Metals & Mining,Russia
54,Fashion & Retail,Russia
55,Fashion & Retail,Russia
57,Metals & Mining,Russia
54,Finance & Investments,Russia
46,Fashion & Retail,Russia
54,Logistics,Russia
61,Metals & Mining,Russia
59,Finance & Investments,Russia
57,Logistics,Russia
51,Metals & Mining,Russia
66,Energy,Russia
54,Metals & Mining,Russia
53,Service,Russia
70,Construction & Engineering,Russia
73,Telecom,Russia
70,Metals & Mining,Russia
49,Real Estate,Russia
63,Diversified,Russia
54,Energy,Russia
53,Metals & Mining,Russia
49,Healthcare,Russia
69,Metals & Mining,Russia
54,Food & Beverage,Russia
42,Healthcare,Russia
64,Finance & Investments,Russia
64,Energy,Russia
55,Real Estate,Russia
70,Finance & Investments,Russia
49,Real Estate,Russia
69,Diversified,Russia
68,Energy,Russia
55,Manufacturing,Russia
55,Telecom,Russia
61,Energy,Russia
76,Finance & Investments,Russia
58,Finance & Investments,Russia
60,Energy,Russia
57,Energy,Russia
56,Construction & Engineering,Russia
50,Manufacturing,Russia
55,Manufacturing,Russia
49,Manufacturing,Russia
65,Energy,Russia
56,Technology,Russia
65,Construction & Engineering,Russia
44,Finance & Investments,Singapore
94,Manufacturing,Singapore
40,Technology,Singapore
93,Finance & Investments,Singapore
67,Technology,Singapore
44,Media & Entertainment,Singapore
51,Food & Beverage,Singapore
72,Manufacturing,Singapore
41,Media & Entertainment,Singapore
62,Manufacturing,Singapore
81,Diversified,Singapore
65,Metals & Mining,Singapore
72,Fashion & Retail,Singapore
67,Real Estate,Singapore
68,Real Estate,Singapore
68,Finance & Investments,Singapore
63,Finance & Investments,Singapore
71,Metals & Mining,Singapore
52,Energy,Singapore
67,Diversified,Singapore
72,Diversified,Singapore
74,Finance & Investments,Singapore
75,Food & Beverage,Singapore
67,Real Estate,Singapore
64,Real Estate,Singapore
52,Food & Beverage,Singapore
39,Technology,Singapore
73,Real Estate,Singapore
63,Fashion & Retail,Singapore
56,Technology,Singapore
66,Diversified,Singapore
58,Real Estate,Singapore
82,Manufacturing,Singapore
54,Real Estate,Slovakia
52,Finance & Investments,Slovakia
71,Fashion & Retail,South Africa
76,Metals & Mining,South Africa
60,Metals & Mining,South Africa
69,Media & Entertainment,South Africa
72,Finance & Investments,South Africa
56,Technology,South Korea
53,Diversified,South Korea
58,Finance & Investments,South Korea
64,Healthcare,South Korea
48,Technology,South Korea
76,Technology,South Korea
84,Automotive,South Korea
51,Service,South Korea
43,Finance & Investments,South Korea
48,Diversified,South Korea
43,Technology,South Korea
51,Logistics,South Korea
49,Media & Entertainment,South Korea
52,Media & Entertainment,South Korea
63,Finance & Investments,South Korea
59,Fashion & Retail,South Korea
61,Telecom,South Korea
60,Healthcare,South Korea
54,Technology,South Korea
61,Fashion & Retail,South Korea
42,Technology,South Korea
46,Finance & Investments,South Korea
53,Media & Entertainment,South Korea
48,Technology,South Korea
50,Manufacturing,South Korea
55,Media & Entertainment,South Korea
44,Diversified,South Korea
81,Construction & Engineering,South Korea
53,Fashion & Retail,South Korea
57,Technology,South Korea
77,Diversified,South Korea
61,Construction & Engineering,South Korea
49,Food & Beverage,South Korea
59,Diversified,South Korea
60,Manufacturing,South Korea
40,Technology,South Korea
50,Media & Entertainment,South Korea
69,Fashion & Retail,South Korea
47,Fashion & Retail,South Korea
73,Manufacturing,South Korea
63,Technology,South Korea
63,Finance & Investments,South Korea
57,Technology,South Korea
86,Fashion & Retail,Spain
53,Fashion & Retail,Spain
63,Construction & Engineering,Spain
72,Fashion & Retail,Spain
83,Service,Spain
62,Finance & Investments,Spain
80,Finance & Investments,Spain
68,Finance & Investments,Spain
68,Fashion & Retail,Spain
66,Construction & Engineering,Spain
71,Fashion & Retail,Spain
75,Construction & Engineering,Spain
59,Construction & Engineering,Spain
56,Food & Beverage,Spain
72,Fashion & Retail,Spain
48,Real Estate,Spain
77,Gambling & Casinos,Spain
74,Fashion & Retail,Spain
79,Finance & Investments,Spain
76,Finance & Investments,Spain
75,Service,Spain
87,Service,Spain
86,Healthcare,Spain
80,Healthcare,Spain
57,Manufacturing,Spain
74,Fashion & Retail,Sweden
74,Finance & Investments,Sweden
70,Finance & Investments,Sweden
84,Diversified,Sweden
78,Diversified,Sweden
70,Real Estate,Sweden
54,Real Estate,Sweden
40,Finance & Investments,Sweden
60,Diversified,Sweden
53,Diversified,Sweden
40,Finance & Investments,Sweden
53,Technology,Sweden
75,Diversified,Sweden
39,Technology,Sweden
72,Fashion & Retail,Sweden
80,Real Estate,Sweden
50,Real Estate,Sweden
40,Diversified,Sweden
42,Diversified,Sweden
45,Media & Entertainment,Sweden
61,Finance & Investments,Sweden
47,Fashion & Retail,Sweden
42,Media & Entertainment,Sweden
37,Fashion & Retail,Sweden
45,Fashion & Retail,Sweden
51,Manufacturing,Sweden
51,Gambling & Casinos,Sweden
51,Gambling & Casinos,Sweden
54,Real Estate,Sweden
78,Finance & Investments,Sweden
48,Finance & Investments,Sweden
67,Finance & Investments,Sweden
84,Logistics,Switzerland
81,Logistics,Switzerland
82,Food & Beverage,Switzerland
54,Finance & Investments,Switzerland
65,Metals & Mining,Switzerland
56,Healthcare,Switzerland
74,Food & Beverage,Switzerland
53,Gambling & Casinos,Switzerland
71,Healthcare,Switzerland
46,Manufacturing,Switzerland
53,Manufacturing,Switzerland
69,Finance & Investments,Switzerland
58,Telecom,Switzerland
79,Fashion & Retail,Switzerland
50,Real Estate,Switzerland
58,Healthcare,Switzerland
80,Healthcare,Switzerland
76,Healthcare,Switzerland
76,Manufacturing,Switzerland
76,Construction & Engineering,Switzerland
54,Healthcare,Switzerland
82,Food & Beverage,Switzerland
68,Technology,Switzerland
95,Healthcare,Switzerland
81,Service,Switzerland
62,Manufacturing,Switzerland
67,Healthcare,Switzerland
59,Food & Beverage,Switzerland
76,Finance & Investments,Switzerland
58,Metals & Mining,Switzerland
60,Metals & Mining,Switzerland
80,Food & Beverage,Switzerland
83,Fashion & Retail,Switzerland
58,Finance & Investments,Switzerland
78,Automotive,Switzerland
74,Construction & Engineering,Switzerland
50,Finance & Investments,Switzerland
51,Manufacturing,Switzerland
65,Technology,Switzerland
62,Fashion & Retail,Switzerland
47,Manufacturing,Switzerland
81,Healthcare,Switzerland
57,Finance & Investments,Switzerland
54,Finance & Investments,Switzerland
94,Service,Switzerland
60,Finance & Investments,Switzerland
57,Metals & Mining,Switzerland
62,Finance & Investments,Switzerland
75,Healthcare,Switzerland
38,Diversified,Switzerland
77,Healthcare,Switzerland
74,Finance & Investments,Switzerland
55,Real Estate,Switzerland
50,Healthcare,Switzerland
74,Fashion & Retail,Switzerland
44,Healthcare,Switzerland
68,Energy,Switzerland
67,Finance & Investments,Switzerland
48,Metals & Mining,Switzerland
86,Fashion & Retail,Switzerland
79,Service,Switzerland
54,Food & Beverage,Switzerland
41,Finance & Investments,Switzerland
83,Manufacturing,Switzerland
57,Diversified,Switzerland
84,Finance & Investments,Switzerland
59,Metals & Mining,Switzerland
55,Real Estate,Switzerland
57,Sports,Switzerland
83,Fashion & Retail,Switzerland
67,Healthcare,Switzerland
93,Manufacturing,Taiwan
71,Technology,Taiwan
72,Technology,Taiwan
71,Diversified,Taiwan
69,Finance & Investments,Taiwan
64,Finance & Investments,Taiwan
72,Finance & Investments,Taiwan
65,Finance & Investments,Taiwan
65,Technology,Taiwan
54,Finance & Investments,Taiwan
77,Technology,Taiwan
72,Fashion & Retail,Taiwan
81,Finance & Investments,Taiwan
67,Logistics,Taiwan
71,Technology,Taiwan
75,Real Estate,Taiwan
90,Technology,Taiwan
60,Manufacturing,Taiwan
68,Technology,Taiwan
77,Real Estate,Taiwan
69,Finance & Investments,Taiwan
79,Diversified,Taiwan
81,Real Estate,Taiwan
86,Technology,Taiwan
72,Finance & Investments,Taiwan
94,Manufacturing,Taiwan
81,Manufacturing,Taiwan
86,Real Estate,Taiwan
69,Technology,Taiwan
65,Food & Beverage,Taiwan
67,Food & Beverage,Taiwan
75,Real Estate,Taiwan
63,Automotive,Taiwan
89,Technology,Taiwan
76,Finance & Investments,Taiwan
65,Food & Beverage,Taiwan
66,Manufacturing,Taiwan
81,Manufacturing,Taiwan
72,Technology,Taiwan
46,Diversified,Tanzania
82,Diversified,Thailand
77,Food & Beverage,Thailand
56,Energy,Thailand
87,Diversified,Thailand
92,Diversified,Thailand
91,Diversified,Thailand
54,Energy,Thailand
89,Healthcare,Thailand
90,Finance & Investments,Thailand
69,Finance & Investments,Thailand
63,Manufacturing,Thailand
76,Food & Beverage,Thailand
67,Diversified,Thailand
75,Finance & Investments,Thailand
71,Real Estate,Thailand
75,Media & Entertainment,Thailand
70,Diversified,Thailand
72,Real Estate,Thailand
50,Manufacturing,Thailand
67,Food & Beverage,Thailand
48,Finance & Investments,Thailand
78,Manufacturing,Thailand
71,Real Estate,Thailand
70,Finance & Investments,Thailand
64,Real Estate,Thailand
88,Healthcare,Thailand
63,Food & Beverage,Turkey
58,Diversified,Turkey
54,Construction & Engineering,Turkey
55,Diversified,Turkey
72,Diversified,Turkey
72,Diversified,Turkey
59,Manufacturing,Turkey
93,Diversified,Turkey
67,Diversified,Turkey
64,Diversified,Turkey
72,Diversified,Turkey
67,Diversified,Turkey
62,Manufacturing,Turkey
91,Diversified,Turkey
58,Fashion & Retail,Turkey
65,Healthcare,Turkey
76,Diversified,Turkey
37,Diversified,Turkey
66,Diversified,Turkey
85,Media & Entertainment,Turkey
63,Construction & Engineering,Turkey
74,Telecom,Turkey
84,Fashion & Retail,Turkey
76,Finance & Investments,Turks and Caicos Islands
55,Metals & Mining,Ukraine
61,Metals & Mining,Ukraine
58,Metals & Mining,Ukraine
48,Metals & Mining,Ukraine
60,Diversified,Ukraine
59,Diversified,Ukraine
37,Technology,United Arab Emirates
66,Fashion & Retail,United Arab Emirates
70,Fashion & Retail,United Arab Emirates
69,Real Estate,United Arab Emirates
68,Construction & Engineering,United Arab Emirates
64,Service,United Arab Emirates
72,Finance & Investments,United Arab Emirates
45,Food & Beverage,United Arab Emirates
64,Diversified,United Kingdom
71,Metals & Mining,United Kingdom
69,Manufacturing,United Kingdom
67,Food & Beverage,United Kingdom
77,Logistics,United Kingdom
57,Energy,United Kingdom
66,Diversified,United Kingdom
67,Food & Beverage,United Kingdom
62,Food & Beverage,United Kingdom
69,Food & Beverage,United Kingdom
74,Manufacturing,United Kingdom
36,Media & Entertainment,United Kingdom
40,Media & Entertainment,United Kingdom
55,Finance & Investments,United Kingdom
60,Energy,United Kingdom
37,Finance & Investments,United Kingdom
71,Energy,United Kingdom
83,Real Estate,United Kingdom
65,Finance & Investments,United Kingdom
69,Manufacturing,United Kingdom
76,Construction & Engineering,United Kingdom
65,Manufacturing,United Kingdom
66,Manufacturing,United Kingdom
54,Gambling & Casinos,United Kingdom
48,Gambling & Casinos,United Kingdom
56,Finance & Investments,United Kingdom
68,Manufacturing,United Kingdom
57,Fashion & Retail,United Kingdom
55,Real Estate,United Kingdom
64,Finance & Investments,United Kingdom
68,Metals & Mining,United Kingdom
68,Finance & Investments,United Kingdom
69,Telecom,United Kingdom
86,Service,United Kingdom
75,Finance & Investments,United Kingdom
91,Sports,United Kingdom
61,Telecom,United Kingdom
62,Finance & Investments,United Kingdom
62,Energy,United Kingdom
77,Real Estate,United Kingdom
67,Fashion & Retail,United Kingdom
58,Healthcare,United Kingdom
56,Healthcare,United Kingdom
55,Diversified,United Kingdom
52,Gambling & Casinos,United Kingdom
54,Metals & Mining,United Kingdom
70,Fashion & Retail,United Kingdom
46,Metals & Mining,United Kingdom
93,Fashion & Retail,United Kingdom
69,Finance & Investments,United Kingdom
48,Technology,United Kingdom
49,Diversified,United Kingdom
52,Diversified,United Kingdom
78,Diversified,United Kingdom
55,Finance & Investments,United Kingdom
61,Finance & Investments,United Kingdom
67,Diversified,United Kingdom
79,Energy,United Kingdom
58,Energy,United Kingdom
64,Finance & Investments,United Kingdom
81,Manufacturing,United Kingdom
51,Finance & Investments,United Kingdom
79,Fashion & Retail,United Kingdom
59,Construction & Engineering,United Kingdom
64,Fashion & Retail,United Kingdom
54,Technology,United Kingdom
73,Diversified,United Kingdom
43,Automotive,United Kingdom
70,Media & Entertainment,United Kingdom
64,Technology,United Kingdom
96,Fashion & Retail,United Kingdom
57,Logistics,United Kingdom
61,Finance & Investments,United Kingdom
43,Finance & Investments,United Kingdom
41,Construction & Engineering,United Kingdom
75,Telecom,United Kingdom
41,Finance & Investments,United Kingdom
56,Finance & Investments,United Kingdom
52,Finance & Investments,United Kingdom
66,Finance & Investments,United Kingdom
38,Finance & Investments,United Kingdom
58,Telecom,United Kingdom
50,Automotive,United States of America
58,Technology,United States of America
66,Technology,United States of America
91,Finance & Investments,United States of America
49,Technology,United States of America
48,Technology,United States of America
77,Technology,United States of America
66,Technology,United States of America
80,Media & Entertainment,United States of America
37,Technology,United States of America
73,Fashion & Retail,United States of America
72,Fashion & Retail,United States of America
77,Fashion & Retail,United States of America
86,Diversified,United States of America
59,Diversified,United States of America
57,Technology,United States of America
84,Fashion & Retail,United States of America
51,Technology,United States of America
75,Finance & Investments,United States of America
82,Food & Beverage,United States of America
86,Food & Beverage,United States of America
73,Fashion & Retail,United States of America
71,Fashion & Retail,United States of America
83,Finance & Investments,United States of America
76,Gambling & Casinos,United States of America
53,Finance & Investments,United States of America
89,Fashion & Retail,United States of America
66,Technology,United States of America
72,Finance & Investments,United States of America
60,Finance & Investments,United States of America
83,Healthcare,United States of America
60,Finance & Investments,United States of America
91,Media & Entertainment,United States of America
59,Technology,United States of America
77,Finance & Investments,United States of America
65,Finance & Investments,United States of America
76,Energy,United States of America
64,Finance & Investments,United States of America
82,Fashion & Retail,United States of America
86,Finance & Investments,United States of America
35,Fashion & Retail,United States of America
58,Technology,United States of America
89,Real Estate,United States of America
44,Technology,United States of America
92,Media & Entertainment,United States of America
81,Technology,United States of America
70,Technology,United States of America
84,Finance & Investments,United States of America
63,Finance & Investments,United States of America
40,Technology,United States of America
73,Finance & Investments,United States of America
37,Technology,United States of America
62,Technology,United States of America
54,Technology,United States of America
59,Healthcare,United States of America
82,Finance & Investments,United States of America
71,Technology,United States of America
75,Construction & Engineering,United States of America
74,Sports,United States of America
79,Sports,United States of America
46,Finance & Investments,United States of America
70,Finance & Investments,United States of America
40,Technology,United States of America
79,Media & Entertainment,United States of America
69,Finance & Investments,United States of America
79,Energy,United States of America
66,Technology,United States of America
46,Technology,United States of America
31,Technology,United States of America
33,Technology,United States of America
93,Technology,United States of America
38,Technology,United States of America
73,Fashion & Retail,United States of America
88,Food & Beverage,United States of America
83,Manufacturing,United States of America
69,Media & Entertainment,United States of America
92,Fashion & Retail,United States of America
64,Automotive,United States of America
91,Finance & Investments,United States of America
60,Service,United States of America
71,Manufacturing,United States of America
80,Sports,United States of America
81,Real Estate,United States of America
57,Technology,United States of America
70,Fashion & Retail,United States of America
78,Finance & Investments,United States of America
49,Fashion & Retail,United States of America
84,Finance & Investments,United States of America
57,Food & Beverage,United States of America
61,Food & Beverage,United States of America
63,Food & Beverage,United States of America
65,Food & Beverage,United States of America
73,Fashion & Retail,United States of America
74,Media & Entertainment,United States of America
78,Finance & Investments,United States of America
71,Automotive,United States of America
63,Energy,United States of America
77,Energy,United States of America
71,Finance & Investments,United States of America
81,Media & Entertainment,United States of America
51,Media & Entertainment,United States of America
80,Fashion & Retail,United States of America
67,Finance & Investments,United States of America
60,Finance & Investments,United States of America
67,Technology,United States of America
69,Healthcare,United States of America
67,Healthcare,United States of America
79,Sports,United States of America
68,Food & Beverage,United States of America
66,Food & Beverage,United States of America
78,Technology,United States of America
72,Service,United States of America
86,Diversified,United States of America
67,Technology,United States of America
82,Fashion & Retail,United States of America
64,Finance & Investments,United States of America
80,Food & Beverage,United States of America
87,Logistics,United States of America
68,Finance & Investments,United States of America
52,Finance & Investments,United States of America
67,Healthcare,United States of America
79,Technology,United States of America
59,Finance & Investments,United States of America
39,Finance & Investments,United States of America
58,Energy,United States of America
39,Energy,United States of America
52,Energy,United States of America
60,Finance & Investments,United States of America
60,Energy,United States of America
78,Energy,United States of America
54,Finance & Investments,United States of America
62,Technology,United States of America
52,Finance & Investments,United States of America
60,Finance & Investments,United States of America
76,Technology,United States of America
51,Finance & Investments,United States of America
57,Finance & Investments,United States of America
33,Technology,United States of America
57,Technology,United States of America
77,Finance & Investments,United States of America
84,Real Estate,United States of America
72,Telecom,United States of America
45,Technology,United States of America
77,Media & Entertainment,United States of America
31,Technology,United States of America
57,Finance & Investments,United States of America
74,Fashion & Retail,United States of America
61,Sports,United States of America
67,Technology,United States of America
57,Finance & Investments,United States of America
86,Finance & Investments,United States of America
71,Energy,United States of America
64,Finance & Investments,United States of America
65,Manufacturing,United States of America
73,Technology,United States of America
82,Real Estate,United States of America
70,Technology,United States of America
84,Fashion & Retail,United States of America
80,Real Estate,United States of America
65,Finance & Investments,United States of America
60,Finance & Investments,United States of America
59,Technology,United States of America
64,Food & Beverage,United States of America
83,Real Estate,United States of America
70,Technology,United States of America
80,Technology,United States of America
84,Real Estate,United States of America
78,Finance & Investments,United States of America
49,Fashion & Retail,United States of America
60,Food & Beverage,United States of America
62,Fashion & Retail,United States of America
80,Manufacturing,United States of America
87,Healthcare,United States of America
78,Manufacturing,United States of America
95,Media & Entertainment,United States of America
80,Service,United States of America
71,Finance & Investments,United States of America
77,Service,United States of America
64,Media & Entertainment,United States of America
77,Media & Entertainment,United States of America
79,Media & Entertainment,United States of America
52,Technology,United States of America
74,Energy,United States of America
55,Finance & Investments,United States of America
67,Real Estate,United States of America
89,Finance & Investments,United States of America
58,Finance & Investments,United States of America
79,Media & Entertainment,United States of America
71,Food & Beverage,United States of America
72,Food & Beverage,United States of America
47,Technology,United States of America
50,Technology,United States of America
78,Fashion & Retail,United States of America
68,Food & Beverage,United States of America
71,Finance & Investments,United States of America
44,Finance & Investments,United States of America
83,Energy,United States of America
54,Finance & Investments,United States of America
87,Healthcare,United States of America
50,Finance & Investments,United States of America
58,Finance & Investments,United States of America
55,Finance & Investments,United States of America
42,Finance & Investments,United States of America
81,Food & Beverage,United States of America
89,Finance & Investments,United States of America
59,Finance & Investments,United States of America
57,Technology,United States of America
80,Technology,United States of America
69,Technology,United States of America
63,Media & Entertainment,United States of America
90,Logistics,United States of America
79,Real Estate,United States of America
71,Automotive,United States of America
77,Logistics,United States of America
49,Healthcare,United States of America
67,Food & Beverage,United States of America
69,Food & Beverage,United States of America
66,Food & Beverage,United States of America
80,Technology,United States of America
73,Technology,United States of America
60,Finance & Investments,United States of America
64,Finance & Investments,United States of America
78,Finance & Investments,United States of America
60,Food & Beverage,United States of America
48,Finance & Investments,United States of America
79,Finance & Investments,United States of America
96,Real Estate,United States of America
70,Energy,United States of America
80,Finance & Investments,United States of America
68,Service,United States of America
62,Finance & Investments,United States of America
80,Media & Entertainment,United States of America
89,Food & Beverage,United States of America
88,Technology,United States of America
63,Real Estate,United States of America
62,Service,United States of America
57,Automotive,United States of America
93,Energy,United States of America
81,Finance & Investments,United States of America
61,Finance & Investments,United States of America
81,Fashion & Retail,United States of America
77,Finance & Investments,United States of America
61,Finance & Investments,United States of America
61,Finance & Investments,United States of America
77,Real Estate,United States of America
75,Finance & Investments,United States of America
86,Media & Entertainment,United States of America
60,Finance & Investments,United States of America
85,Sports,United States of America
39,Food & Beverage,United States of America
63,Healthcare,United States of America
66,Finance & Investments,United States of America
74,Technology,United States of America
63,Technology,United States of America
52,Technology,United States of America
67,Media & Entertainment,United States of America
72,Automotive,United States of America
76,Service,United States of America
51,Food & Beverage,United States of America
68,Service,United States of America
42,Technology,United States of America
53,Finance & Investments,United States of America
61,Finance & Investments,United States of America
66,Finance & Investments,United States of America
59,Service,United States of America
72,Finance & Investments,United States of America
68,Food & Beverage,United States of America
57,Sports,United States of America
66,Energy,United States of America
82,Finance & Investments,United States of America
40,Finance & Investments,United States of America
40,Finance & Investments,United States of America
71,Sports,United States of America
66,Finance & Investments,United States of America
59,Gambling & Casinos,United States of America
87,Real Estate,United States of America
70,Food & Beverage,United States of America
75,Sports,United States of America
72,Finance & Investments,United States of America
68,Fashion & Retail,United States of America
58,Finance & Investments,United States of America
75,Finance & Investments,United States of America
58,Real Estate,United States of America
54,Gambling & Casinos,United States of America
75,Finance & Investments,United States of America
73,Energy,United States of America
61,Media & Entertainment,United States of America
85,Media & Entertainment,United States of America
65,Logistics,United States of America
61,Fashion & Retail,United States of America
76,Real Estate,United States of America
61,Service,United States of America
87,Finance & Investments,United States of America
89,Finance & Investments,United States of America
75,Media & Entertainment,United States of America
70,Real Estate,United States of America
55,Technology,United States of America
72,Sports,United States of America
79,Finance & Investments,United States of America
84,Food & Beverage,United States of America
75,Sports,United States of America
57,Finance & Investments,United States of America
76,Finance & Investments,United States of America
81,Real Estate,United States of America
62,Sports,United States of America
51,Fashion & Retail,United States of America
70,Sports,United States of America
72,Food & Beverage,United States of America
35,Technology,United States of America
83,Energy,United States of America
69,Technology,United States of America
87,Real Estate,United States of America
58,Food & Beverage,United States of America
79,Energy,United States of America
86,Food & Beverage,United States of America
60,Finance & Investments,United States of America
45,Finance & Investments,United States of America
92,Manufacturing,United States of America
48,Finance & Investments,United States of America
95,Finance & Investments,United States of America
45,Media & Entertainment,United States of America
59,Technology,United States of America
65,Finance & Investments,United States of America
67,Food & Beverage,United States of America
71,Technology,United States of America
71,Food & Beverage,United States of America
63,Food & Beverage,United States of America
86,Finance & Investments,United States of America
58,Manufacturing,United States of America
65,Technology,United States of America
53,Technology,United States of America
48,Finance & Investments,United States of America
51,Food & Beverage,United States of America
63,Manufacturing,United States of America
66,Manufacturing,United States of America
65,Manufacturing,United States of America
62,Manufacturing,United States of America
74,Real Estate,United States of America
74,Technology,United States of America
80,Gambling & Casinos,United States of America
78,Technology,United States of America
39,Automotive,United States of America
60,Food & Beverage,United States of America
86,Finance & Investments,United States of America
55,Telecom,United States of America
78,Automotive,United States of America
63,Real Estate,United States of America
47,Technology,United States of America
62,Finance & Investments,United States of America
45,Finance & Investments,United States of America
45,Finance & Investments,United States of America
57,Technology,United States of America
77,Media & Entertainment,United States of America
47,Finance & Investments,United States of America
65,Healthcare,United States of America
62,Real Estate,United States of America
64,Gambling & Casinos,United States of America
55,Finance & Investments,United States of America
87,Manufacturing,United States of America
59,Fashion & Retail,United States of America
89,Food & Beverage,United States of America
53,Technology,United States of America
75,Real Estate,United States of America
68,Food & Beverage,United States of America
57,Finance & Investments,United States of America
74,Media & Entertainment,United States of America
84,Real Estate,United States of America
70,Construction & Engineering,United States of America
60,Real Estate,United States of America
50,Technology,United States of America
66,Finance & Investments,United States of America
66,Real Estate,United States of America
84,Finance & Investments,United States of America
82,Service,United States of America
70,Finance & Investments,United States of America
85,Fashion & Retail,United States of America
85,Automotive,United States of America
45,Technology,United States of America
65,Finance & Investments,United States of America
66,Technology,United States of America
73,Fashion & Retail,United States of America
50,Technology,United States of America
73,Fashion & Retail,United States of America
76,Fashion & Retail,United States of America
77,Fashion & Retail,United States of America
53,Finance & Investments,United States of America
55,Finance & Investments,United States of America
43,Technology,United States of America
77,Fashion & Retail,United States of America
76,Food & Beverage,United States of America
79,Real Estate,United States of America
67,Real Estate,United States of America
73,Finance & Investments,United States of America
72,Fashion & Retail,United States of America
45,Technology,United States of America
76,Real Estate,United States of America
51,Technology,United States of America
47,Technology,United States of America
42,Technology,United States of America
83,Real Estate,United States of America
78,Finance & Investments,United States of America
67,Technology,United States of America
56,Technology,United States of America
66,Technology,United States of America
62,Service,United States of America
52,Real Estate,United States of America
80,Manufacturing,United States of America
56,Technology,United States of America
84,Energy,United States of America
75,Real Estate,United States of America
65,Real Estate,United States of America
75,Food & Beverage,United States of America
